id,order_id,customer_email,product_name,category,product_price,sku,supplier_name,return_reason,days_since_purchase,warehouse_location,repair_cost,damage_level,salvage_value_percent,resale_value,holding_cost,transport_cost,net_recovery_value,recommended_action,routing_destination,fraud_risk,priority_level,reuse_possible,recycling_needed,waste_reduction
366,ORD-18326,cust5844@example.com,Coffee Table,Furniture,5560.15,SKU-0366,FurniWorld,Missing parts in the package,29,Jaipur,695.97,Moderate Damage,49.6,2757.83,322.49,278.01,1461.36,Refurbish,Repair Center,High,Low,True,False,Medium
367,ORD-73534,cust8178@example.com,Python Book,Books,605.72,SKU-0367,FurniWorld,Wrong color delivered,1,Delhi,0,No Damage,89.8,543.94,1.21,30.29,512.44,Restock,Main Warehouse,Low,High,True,False,Low
368,ORD-57609,cust1151@example.com,Running Shoes,Sports,2018.89,SKU-0368,FurniWorld,Product stopped working entirely,9,Pune,101.23,Severe Damage,13.7,276.59,36.34,100.94,38.08,Liquidate,Liquidation Partner,Low,Low,False,True,High
369,ORD-89626,cust6001@example.com,LED TV 32 inch,Electronics,17511.87,SKU-0369,FurniWorld,Water damage inside device,8,Kolkata,165.88,Severe Damage,13.8,2416.64,280.19,875.59,1094.98,Liquidate,Liquidation Partner,Medium,Low,False,True,High
370,ORD-48716,cust6320@example.com,Car Seat Cover,Automotive,2104.22,SKU-0370,FurniWorld,Duplicate order placed,25,Bangalore,0,No Damage,86.2,1813.84,105.21,105.21,1603.42,Restock,Main Warehouse,Medium,High,True,False,Low
371,ORD-33440,cust8950@example.com,Action Figure Set,Toys,275.01,SKU-0371,TechVista Ltd,Water damage inside device,27,Surat,45.24,Severe Damage,10.9,29.98,14.85,13.75,-43.86,Scrap / E-Waste,Recycling Unit,Low,Low,False,True,High
372,ORD-50102,cust8293@example.com,Running Shoes,Sports,2173.76,SKU-0372,AutoParts India,Size doesn't fit properly,29,Jaipur,0,No Damage,85.7,1862.91,126.08,108.69,1628.14,Restock,Main Warehouse,Low,High,True,False,Low
373,ORD-34194,cust6368@example.com,Cookware Set,Home & Kitchen,1244.15,SKU-0373,FurniWorld,Quality much lower than expected,24,Hyderabad,239.74,Moderate Damage,50.4,627.05,59.72,62.21,265.38,Refurbish,Repair Center,Low,Medium,True,False,Medium
374,ORD-74565,cust2844@example.com,Coffee Table,Furniture,4370.14,SKU-0374,AutoParts India,Device shattered when dropped,18,Bangalore,848.75,Severe Damage,12.3,537.53,157.33,218.51,-687.06,Scrap / E-Waste,Recycling Unit,Low,Low,False,True,High
375,ORD-42503,cust4105@example.com,Badminton Set,Sports,1008.94,SKU-0375,FashionHub India,Received damaged packaging,20,Jaipur,0,Minor Damage,74.0,746.62,40.36,50.45,655.81,Repack and Discount,Discount Inventory Zone,Medium,Medium,True,False,Medium
376,ORD-31366,cust9457@example.com,LED TV 32 inch,Electronics,16574.51,SKU-0376,GlobalImports,Size doesn't fit properly,14,Bangalore,0,No Damage,87.9,14568.99,464.09,828.73,13276.17,Restock,Main Warehouse,Low,High,True,False,Low
377,ORD-78126,cust7800@example.com,Laptop Backpack,Electronics,1551.28,SKU-0377,BookBazaar,Screen cracked during delivery,19,Hyderabad,347.67,Severe Damage,12.2,189.26,58.95,77.56,-294.92,Scrap / E-Waste,Recycling Unit,Medium,Low,False,True,High
378,ORD-85026,cust9492@example.com,Protein Powder,Beauty,936.07,SKU-0378,HomeDecor Co,Wrong color delivered,16,Chennai,0,No Damage,87.6,820.0,29.95,46.8,743.25,Restock,Main Warehouse,Low,High,True,False,Low
379,ORD-36495,cust5425@example.com,Badminton Set,Sports,765.47,SKU-0379,FashionHub India,Duplicate order placed,23,Mumbai,0,No Damage,86.5,662.13,35.21,38.27,588.65,Restock,Main Warehouse,Low,High,True,False,Low
380,ORD-13010,cust3406@example.com,Instant Pot,Home & Kitchen,3860.69,SKU-0380,BookBazaar,Received damaged packaging,22,Pune,0,Minor Damage,73.7,2845.33,169.87,193.03,2482.43,Repack and Discount,Discount Inventory Zone,Medium,Medium,True,False,Medium
381,ORD-61312,cust1030@example.com,Denim Jacket,Clothing,1704.5,SKU-0381,GlobalImports,Duplicate order placed,27,Bangalore,0,No Damage,86.0,1465.87,92.04,85.23,1288.6,Restock,Main Warehouse,High,High,True,False,Low
382,ORD-42340,cust6391@example.com,Laptop Backpack,Electronics,1395.2,SKU-0382,GlobalImports,Product not as described in listing,28,Surat,0,Minor Damage,72.8,1015.71,78.13,69.76,867.82,Repack and Discount,Discount Inventory Zone,Low,Medium,True,False,Medium
383,ORD-87838,cust5826@example.com,Denim Jacket,Clothing,1424.4,SKU-0383,GlobalImports,Missing parts in the package,28,Kolkata,203.36,Moderate Damage,49.8,709.35,79.77,71.22,355.0,Refurbish,Repair Center,Low,Low,True,False,Medium
384,ORD-43016,cust3925@example.com,Bluetooth Headphones,Electronics,3110.0,SKU-0384,SportGear India,"Product is defective, stopped working after 2 days",19,Mumbai,722.06,Moderate Damage,51.1,1589.21,118.18,155.5,593.47,Refurbish,Repair Center,Low,Medium,True,False,Medium
385,ORD-25681,cust4565@example.com,Denim Jacket,Clothing,1459.05,SKU-0385,FashionHub India,Quality much lower than expected,28,Delhi,62.81,Moderate Damage,49.8,726.61,81.71,72.95,509.14,Refurbish,Repair Center,Low,Low,True,False,Medium
386,ORD-67853,cust3165@example.com,Wireless Gaming Mouse,Electronics,1707.23,SKU-0386,SportGear India,Quality much lower than expected,21,Delhi,161.36,Moderate Damage,50.9,868.98,71.7,85.36,550.56,Refurbish,Repair Center,High,Medium,True,False,Medium
387,ORD-14337,cust4588@example.com,Bluetooth Headphones,Electronics,3151.92,SKU-0387,SportGear India,Doesn't fit my use case,26,Mumbai,0,No Damage,86.1,2713.8,163.9,157.6,2392.3,Restock,Main Warehouse,Low,High,True,False,Low
388,ORD-58295,cust9359@example.com,Yoga Mat,Sports,835.0,SKU-0388,TechVista Ltd,Doesn't fit my use case,25,Mumbai,0,No Damage,86.2,719.77,41.75,41.75,636.27,Restock,Main Warehouse,Medium,High,True,False,Low
389,ORD-41139,cust5457@example.com,Board Game,Toys,595.8,SKU-0389,BookBazaar,Wrong item delivered,29,Chennai,0,No Damage,85.7,510.6,34.56,29.79,446.25,Restock,Main Warehouse,Low,High,True,False,Low
390,ORD-62571,cust1391@example.com,Board Game,Toys,677.66,SKU-0390,BookBazaar,Size doesn't fit properly,9,Mumbai,0,No Damage,88.7,601.08,12.2,33.88,555.0,Restock,Main Warehouse,Medium,High,True,False,Low
391,ORD-77686,cust6181@example.com,Cotton T-Shirt,Clothing,538.52,SKU-0391,AutoParts India,Screen cracked during delivery,30,Mumbai,21.32,Severe Damage,10.5,56.54,32.31,26.93,-24.02,Scrap / E-Waste,Recycling Unit,Low,Low,False,True,High
392,ORD-71064,cust1880@example.com,Badminton Set,Sports,809.12,SKU-0392,HomeDecor Co,Size doesn't fit properly,17,Ahmedabad,0,No Damage,87.5,707.98,27.51,40.46,640.01,Restock,Main Warehouse,Medium,High,True,False,Low
393,ORD-70685,cust9038@example.com,Coffee Table,Furniture,5390.22,SKU-0393,TechVista Ltd,Minor scratch on the surface,30,Mumbai,0,Minor Damage,72.5,3907.91,323.41,269.51,3314.99,Repack and Discount,Discount Inventory Zone,Low,Medium,True,False,Medium
394,ORD-35782,cust1617@example.com,Running Shoes,Sports,1849.51,SKU-0394,SportGear India,Screen cracked during delivery,12,Mumbai,424.42,Severe Damage,13.2,244.14,44.39,92.48,-317.15,Scrap / E-Waste,Recycling Unit,Low,Low,False,True,High
395,ORD-92358,cust3607@example.com,Coffee Table,Furniture,5033.41,SKU-0395,AutoParts India,Cosmetic damage on body,22,Surat,0,Minor Damage,73.7,3709.62,221.47,251.67,3236.48,Repack and Discount,Discount Inventory Zone,Low,Medium,True,False,Medium
396,ORD-68758,cust3457@example.com,Instant Pot,Home & Kitchen,3607.49,SKU-0396,BookBazaar,Missing parts in the package,29,Mumbai,378.64,Moderate Damage,49.6,1789.32,209.23,180.37,1021.08,Refurbish,Repair Center,Low,Low,True,False,Medium
397,ORD-93178,cust6004@example.com,Laptop Backpack,Electronics,1733.56,SKU-0397,AutoParts India,Received damaged packaging,10,Surat,0,Minor Damage,75.5,1308.84,34.67,86.68,1187.49,Repack and Discount,Discount Inventory Zone,Low,Medium,True,False,Medium
398,ORD-83386,cust6790@example.com,Cookware Set,Home & Kitchen,1112.85,SKU-0398,FashionHub India,Screen cracked during delivery,6,Bangalore,147.05,Severe Damage,14.1,156.91,13.35,55.64,-59.13,Scrap / E-Waste,Recycling Unit,Low,Low,False,True,High
399,ORD-53407,cust4635@example.com,Coffee Table,Furniture,4557.14,SKU-0399,SportGear India,Doesn't fit my use case,8,Bangalore,0,No Damage,88.8,4046.74,72.91,227.86,3745.97,Restock,Main Warehouse,Low,High,True,False,Low
400,ORD-79614,cust8471@example.com,Instant Pot,Home & Kitchen,3787.88,SKU-0400,GlobalImports,"Changed my mind, don't need it",29,Hyderabad,0,No Damage,85.7,3246.21,219.7,189.39,2837.12,Restock,Main Warehouse,Low,High,True,False,Low
401,ORD-13662,cust7696@example.com,Board Game,Toys,591.65,SKU-0401,TechVista Ltd,Wrong item delivered,9,Ahmedabad,0,No Damage,88.7,524.79,10.65,29.58,484.56,Restock,Main Warehouse,Low,High,True,False,Low
402,ORD-91368,cust2112@example.com,Protein Powder,Beauty,1055.99,SKU-0402,FurniWorld,Size doesn't fit properly,18,Mumbai,0,No Damage,87.3,921.88,38.02,52.8,831.06,Restock,Main Warehouse,Low,High,True,False,Low
403,ORD-57319,cust7950@example.com,Action Figure Set,Toys,270.75,SKU-0403,SportGear India,Doesn't fit my use case,2,Ahmedabad,0,No Damage,89.7,242.86,1.08,13.54,228.24,Restock,Main Warehouse,Low,High,True,False,Low
404,ORD-24882,cust5372@example.com,LED TV 32 inch,Electronics,16640.04,SKU-0404,BookBazaar,Wrong color delivered,22,Mumbai,0,No Damage,86.7,14426.91,732.16,832.0,12862.75,Restock,Main Warehouse,Low,High,True,False,Low
405,ORD-27955,cust1171@example.com,Action Figure Set,Toys,290.28,SKU-0405,GlobalImports,Missing parts in the package,5,Chennai,25.27,Moderate Damage,53.2,154.43,2.9,14.51,111.75,Refurbish,Repair Center,High,Medium,True,False,Medium
406,ORD-78839,cust9814@example.com,Running Shoes,Sports,2036.06,SKU-0406,FurniWorld,"Packaging damage only, product fine",13,Delhi,0,Minor Damage,75.0,1527.05,52.94,101.8,1372.31,Repack and Discount,Discount Inventory Zone,High,Medium,True,False,Medium
407,ORD-73275,cust4352@example.com,Bluetooth Headphones,Electronics,3038.11,SKU-0407,GlobalImports,Device shattered when dropped,9,Kolkata,554.04,Severe Damage,13.7,416.22,54.69,151.91,-344.42,Scrap / E-Waste,Recycling Unit,Low,Low,False,True,High
408,ORD-13953,cust3534@example.com,Coffee Table,Furniture,4951.23,SKU-0408,GlobalImports,"Dead on arrival, never worked",9,Delhi,502.96,Severe Damage,13.7,678.32,89.12,247.56,-161.32,Scrap / E-Waste,Recycling Unit,Low,Low,False,True,High
409,ORD-85879,cust7487@example.com,Denim Jacket,Clothing,1627.02,SKU-0409,AutoParts India,Wrong item delivered,11,Bangalore,0,No Damage,88.3,1436.66,35.79,81.35,1319.52,Restock,Main Warehouse,Low,High,True,False,Low
410,ORD-70093,cust4459@example.com,Badminton Set,Sports,880.71,SKU-0410,GlobalImports,"Product is defective, stopped working after 2 days",28,Chennai,122.8,Moderate Damage,49.8,438.59,49.32,44.04,222.43,Refurbish,Repair Center,Low,Low,True,False,Medium
411,ORD-92129,cust7651@example.com,Running Shoes,Sports,2010.67,SKU-0411,SportGear India,Product stopped working entirely,18,Ahmedabad,287.38,Severe Damage,12.3,247.31,72.38,100.53,-212.98,Scrap / E-Waste,Recycling Unit,Medium,Low,False,True,High
412,ORD-92213,cust3409@example.com,Python Book,Books,636.92,SKU-0412,SportGear India,Duplicate order placed,9,Ahmedabad,0,No Damage,88.7,564.95,11.46,31.85,521.64,Restock,Main Warehouse,Low,High,True,False,Low
413,ORD-11294,cust7705@example.com,Laptop Backpack,Electronics,1831.69,SKU-0413,AutoParts India,"Packaging damage only, product fine",17,Pune,0,Minor Damage,74.5,1364.61,62.28,91.58,1210.75,Repack and Discount,Discount Inventory Zone,Low,Medium,True,False,Medium
414,ORD-62599,cust2766@example.com,Coffee Table,Furniture,4724.39,SKU-0414,FashionHub India,Wrong color delivered,9,Mumbai,0,No Damage,88.7,4190.53,85.04,236.22,3869.27,Restock,Main Warehouse,Low,High,True,False,Low
415,ORD-71201,cust3826@example.com,Coffee Table,Furniture,5278.23,SKU-0415,AutoParts India,Quality much lower than expected,20,Mumbai,1256.17,Moderate Damage,51.0,2691.9,211.13,263.91,960.69,Refurbish,Repair Center,Low,Medium,True,False,Medium
416,ORD-58541,cust7071@example.com,Protein Powder,Beauty,948.66,SKU-0416,BookBazaar,Size doesn't fit properly,14,Hyderabad,0,No Damage,87.9,833.87,26.56,47.43,759.88,Restock,Main Warehouse,Medium,High,True,False,Low
417,ORD-97980,cust1149@example.com,Badminton Set,Sports,912.52,SKU-0417,HomeDecor Co,Battery drains in one hour,2,Hyderabad,182.1,Moderate Damage,53.7,490.02,3.65,45.63,258.64,Refurbish,Repair Center,Medium,High,True,False,Medium
418,ORD-24060,cust1992@example.com,Badminton Set,Sports,856.53,SKU-0418,TechVista Ltd,Received damaged packaging,16,Surat,0,Minor Damage,74.6,638.97,27.41,42.83,568.73,Repack and Discount,Discount Inventory Zone,High,Medium,True,False,Medium
419,ORD-41392,cust2447@example.com,Car Seat Cover,Automotive,2523.94,SKU-0419,TechVista Ltd,Duplicate order placed,22,Pune,0,No Damage,86.7,2188.26,111.05,126.2,1951.01,Restock,Main Warehouse,Medium,High,True,False,Low
420,ORD-57068,cust9080@example.com,Wireless Gaming Mouse,Electronics,1719.49,SKU-0420,FashionHub India,Received damaged packaging,17,Delhi,0,Minor Damage,74.5,1281.02,58.46,85.97,1136.59,Repack and Discount,Discount Inventory Zone,Low,Medium,True,False,Medium
421,ORD-56918,cust1700@example.com,Coffee Table,Furniture,5629.6,SKU-0421,FurniWorld,Minor scratch on the surface,6,Surat,0,Minor Damage,76.1,4284.13,67.56,281.48,3935.09,Repack and Discount,Discount Inventory Zone,Low,Medium,True,False,Medium
422,ORD-76896,cust9680@example.com,Bluetooth Headphones,Electronics,2581.53,SKU-0422,AutoParts India,Wrong item delivered,25,Hyderabad,0,No Damage,86.2,2225.28,129.08,129.08,1967.12,Restock,Main Warehouse,Medium,High,True,False,Low
423,ORD-83438,cust1758@example.com,Office Chair,Furniture,8347.84,SKU-0423,SportGear India,Minor scratch on the surface,11,Mumbai,0,Minor Damage,75.3,6285.92,183.65,417.39,5684.88,Repack and Discount,Discount Inventory Zone,Medium,Medium,True,False,Medium
424,ORD-65822,cust8322@example.com,Cookware Set,Home & Kitchen,1459.57,SKU-0424,BookBazaar,"Packaging damage only, product fine",1,Chennai,0,Minor Damage,76.8,1120.95,2.92,72.98,1045.05,Repack and Discount,Discount Inventory Zone,Low,High,True,False,Medium
425,ORD-63143,cust4355@example.com,Laptop Backpack,Electronics,1597.38,SKU-0425,HomeDecor Co,"Changed my mind, don't need it",20,Bangalore,0,No Damage,87.0,1389.72,63.9,79.87,1245.95,Restock,Main Warehouse,Low,High,True,False,Low
426,ORD-56620,cust3411@example.com,Instant Pot,Home & Kitchen,3382.26,SKU-0426,FurniWorld,Doesn't fit my use case,16,Kolkata,0,No Damage,87.6,2962.86,108.23,169.11,2685.52,Restock,Main Warehouse,Medium,High,True,False,Low
427,ORD-24499,cust4373@example.com,Cotton T-Shirt,Clothing,544.35,SKU-0427,AutoParts India,Wrong item delivered,6,Jaipur,0,No Damage,89.1,485.02,6.53,27.22,451.27,Restock,Main Warehouse,Medium,High,True,False,Low
428,ORD-18578,cust5329@example.com,Denim Jacket,Clothing,1505.67,SKU-0428,FashionHub India,"Packaging damage only, product fine",12,Chennai,0,Minor Damage,75.2,1132.26,36.14,75.28,1020.84,Repack and Discount,Discount Inventory Zone,Medium,Medium,True,False,Medium
429,ORD-39643,cust8064@example.com,Yoga Mat,Sports,764.75,SKU-0429,GlobalImports,Cosmetic damage on body,13,Pune,0,Minor Damage,75.0,573.56,19.88,38.24,515.44,Repack and Discount,Discount Inventory Zone,High,Medium,True,False,Medium
430,ORD-98870,cust9583@example.com,Board Game,Toys,625.16,SKU-0430,AutoParts India,"Changed my mind, don't need it",13,Jaipur,0,No Damage,88.0,550.14,16.25,31.26,502.63,Restock,Main Warehouse,Medium,High,True,False,Low
431,ORD-44060,cust4590@example.com,Instant Pot,Home & Kitchen,3437.6,SKU-0431,FurniWorld,Cosmetic damage on body,27,Surat,0,Minor Damage,73.0,2509.45,185.63,171.88,2151.94,Repack and Discount,Discount Inventory Zone,Low,Medium,True,False,Medium
432,ORD-83617,cust5015@example.com,Laptop Backpack,Electronics,1686.86,SKU-0432,AutoParts India,Wrong color delivered,12,Kolkata,0,No Damage,88.2,1487.81,40.48,84.34,1362.99,Restock,Main Warehouse,Medium,High,True,False,Low
433,ORD-54272,cust9427@example.com,Protein Powder,Beauty,1089.39,SKU-0433,AutoParts India,Wrong item delivered,10,Bangalore,0,No Damage,88.5,964.11,21.79,54.47,887.85,Restock,Main Warehouse,Low,High,True,False,Low
434,ORD-73991,cust1365@example.com,Yoga Mat,Sports,783.98,SKU-0434,SportGear India,Wrong color delivered,29,Jaipur,0,No Damage,85.7,671.87,45.47,39.2,587.2,Restock,Main Warehouse,Medium,High,True,False,Low
435,ORD-17751,cust2147@example.com,Cotton T-Shirt,Clothing,544.03,SKU-0435,TechVista Ltd,Quality much lower than expected,27,Chennai,77.83,Moderate Damage,50.0,272.01,29.38,27.2,137.6,Refurbish,Repair Center,Low,Low,True,False,Medium
436,ORD-85567,cust4099@example.com,Protein Powder,Beauty,1252.63,SKU-0436,HomeDecor Co,Cosmetic damage on body,4,Chennai,0,Minor Damage,76.4,957.01,10.02,62.63,884.36,Repack and Discount,Discount Inventory Zone,Low,High,True,False,Medium
437,ORD-98744,cust7749@example.com,Python Book,Books,538.69,SKU-0437,FurniWorld,"Packaging damage only, product fine",27,Bangalore,0,Minor Damage,73.0,393.24,29.09,26.93,337.22,Repack and Discount,Discount Inventory Zone,Low,Medium,True,False,Medium
438,ORD-82892,cust1114@example.com,Python Book,Books,542.51,SKU-0438,SportGear India,Screen cracked during delivery,10,Ahmedabad,22.99,Severe Damage,13.5,73.24,10.85,27.13,12.27,Liquidate,Liquidation Partner,Medium,Low,False,True,High
439,ORD-82159,cust4336@example.com,Smart Watch,Electronics,5519.97,SKU-0439,GlobalImports,Missing parts in the package,7,Pune,850.75,Moderate Damage,53.0,2925.58,77.28,276.0,1721.55,Refurbish,Repair Center,Medium,Medium,True,False,Medium
440,ORD-91131,cust2046@example.com,Cotton T-Shirt,Clothing,541.29,SKU-0440,AutoParts India,Device shattered when dropped,5,Jaipur,27.3,Severe Damage,14.2,76.86,5.41,27.06,17.09,Liquidate,Liquidation Partner,High,Low,False,True,High
441,ORD-79212,cust4652@example.com,Yoga Mat,Sports,770.25,SKU-0441,HomeDecor Co,Product not as described in listing,9,Ahmedabad,0,Minor Damage,75.7,583.08,13.86,38.51,530.71,Repack and Discount,Discount Inventory Zone,Medium,Medium,True,False,Medium
442,ORD-17709,cust7911@example.com,Bluetooth Headphones,Electronics,2980.93,SKU-0442,GlobalImports,Wrong item delivered,9,Hyderabad,0,No Damage,88.7,2644.08,53.66,149.05,2441.37,Restock,Main Warehouse,Low,High,True,False,Low
443,ORD-85279,cust7543@example.com,Cookware Set,Home & Kitchen,1371.9,SKU-0443,AutoParts India,Size doesn't fit properly,10,Ahmedabad,0,No Damage,88.5,1214.13,27.44,68.6,1118.09,Restock,Main Warehouse,Low,High,True,False,Low
444,ORD-43047,cust9976@example.com,Board Game,Toys,582.55,SKU-0444,FashionHub India,Water damage inside device,20,Bangalore,44.77,Severe Damage,12.0,69.91,23.3,29.13,-27.29,Scrap / E-Waste,Recycling Unit,Medium,Low,False,True,High
445,ORD-87813,cust3519@example.com,Cookware Set,Home & Kitchen,1322.45,SKU-0445,AutoParts India,Water damage inside device,7,Delhi,310.97,Severe Damage,13.9,183.82,18.51,66.12,-211.78,Scrap / E-Waste,Recycling Unit,High,Low,False,True,High
446,ORD-56965,cust2875@example.com,Cookware Set,Home & Kitchen,1395.44,SKU-0446,FurniWorld,Water damage inside device,10,Kolkata,150.55,Severe Damage,13.5,188.38,27.91,69.77,-59.85,Scrap / E-Waste,Recycling Unit,High,Low,False,True,High
447,ORD-39666,cust1049@example.com,Cotton T-Shirt,Clothing,553.77,SKU-0447,GlobalImports,Received damaged packaging,25,Jaipur,0,Minor Damage,73.2,405.36,27.69,27.69,349.98,Repack and Discount,Discount Inventory Zone,Low,Medium,True,False,Medium
448,ORD-34404,cust1128@example.com,Yoga Mat,Sports,688.41,SKU-0448,HomeDecor Co,Received damaged packaging,6,Ahmedabad,0,Minor Damage,76.1,523.88,8.26,34.42,481.2,Repack and Discount,Discount Inventory Zone,Low,Medium,True,False,Medium
449,ORD-50777,cust7800@example.com,Coffee Table,Furniture,4584.03,SKU-0449,FashionHub India,"Changed my mind, don't need it",12,Jaipur,0,No Damage,88.2,4043.11,110.02,229.2,3703.89,Restock,Main Warehouse,Medium,High,True,False,Low
450,ORD-41179,cust7320@example.com,Yoga Mat,Sports,876.69,SKU-0450,SportGear India,Battery drains in one hour,18,Chennai,19.3,Moderate Damage,51.3,449.74,31.56,43.83,355.05,Refurbish,Repair Center,Medium,Medium,True,False,Medium
